id,date,ret_eom,gvkey,iid,excntry,stock_ret,year,month,char_date,char_eom,me,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,bidaskhl_21d,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,ami_126d,ivol_capm_252d,betadown_252d,prc_highprc_252d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety,netdebt_me_lead4,rd_sale_lead4,ebit_bev_lead4,ebit_sale_lead4,ni_be_lead4,niq_be_lead4,ocf_at_lead4,gp_at_lead4,niq_at_lead4,op_at_lead4,rd_me_lead4,be_me_lead4,div12m_me_lead4,ni_me_lead4,sale_me_lead4
comp_014312_01C,2005-02-28,2005-02-28,14312,01C,CAN,0.028239,2005,2,2005-01-31,2005-01-31,821.48412129,26.627471437,821.48412129,0.0205606229,-0.531139818,0.7738075968,0.042227336,0.0950069819,0.3439162843,0.3352158592,0.2345555454,-0.075980035,1.2800412791,0.0314734155,0.0223905683,0.0027296367,,0.1019428146,0.1870816176,,0.165342743,-0.078682699,0.4703394451,,0.0162287949,-0.006726183,0.0064933678,0.0287489971,0.0436120455,-0.014863048,0.0854910932,0.0002100693,0.085281024,-0.015001516,0.0150015159,0.0019538022,0.0450803198,0.0348866801,0.1233138656,0.1787223911,0.2796434588,0.0991363228,0.1266284635,-0.041704952,-0.000433721,-0.041271231,-0.055408526,-1.497139312,-0.04040701,-1.091798094,0.7396348495,2.3129818565,2.5544544281,3.6297080469,,0.0291969248,0.141379072,-0.028985507,6.0,0.0775965822,0.1309568843,0.0613789112,,0.1571869915,0.0269251639,0.0097976609,-0.000563588,0.0002309837,,0.0011984428,-0.016216793,-0.063066133,,0.5780691738,-0.264615791,,0.1358848281,0.1358848281,0.3180495592,0.1969418547,1.9940946757,0.0924181245,0.1233138656,0.0037313875,2.6786651455,0.0563307938,0.5732202619,1.0312919244,0.5427931363,6.0,-3.7266738,3.5389295443,1147.9835435,0.7763642468,-0.306287912,0.042304645,4.3045465646,1.6069744932,1.0284453417,0.9027658191,10.487148381,0.1593095421,0.3978181204,0.0281587795,0.0278769147,0.0266835742,,1.5184495853,0.278967738,0.5074552056,10.572686907,0.5247845179,0.0450107481,0.3631622816,0.7102726269,0.5847820867,0.00627878,755604.16178988,1.31073385,0.00104383,1.33260695,0.00662302,0.00726864,0.0083936,0.01520405,-0.23739867,-0.13102871,1.05909995,0.01596912,-0.23627605,0.01593336,0.06413417,0.02342253,0.03361723,0.01621701,0.30303511,0.03759121,0.01505103,0.51411611,0.98170251,0.30169914,0.5402683283,1.4614639403,289,-0.208840671,0.0425517853,-0.334808061,0.1235640302,,,,,,,,,,,,,,,
comp_014313_01C,2005-02-28,2005-02-28,14313,01C,CAN,0.132967,2005,2,2005-01-31,2005-01-31,1433.0739502,9.4919388934,1433.0739502,0.1134640742,0.0187586877,0.2798079643,-0.080739491,0.1545657785,0.254893824,0.2584940053,0.5954087423,0.3139149038,0.818342799,0.2433358473,0.0179252141,0.0245480676,,-0.277232581,0.3421843984,-0.111974198,-0.609625668,-0.32638775,0.1145794957,-0.637846172,-0.077393075,-0.023996082,0.0293829579,-0.17107943,0.0169721656,-0.188051595,-0.365241005,0.0135777325,-0.378818737,-0.21928038,0.2192803802,0.1247827563,-0.145960625,0.4128256513,0.4738628649,0.6693822132,1.0246533128,0.5670261941,0.9008746356,-0.129667346,0.0149355058,-0.144602851,-0.195519348,-0.808988764,0.0237610319,0.0983146067,0.3366045142,0.5424304141,0.8527485047,2.1822157434,,0.2097759674,0.4301043993,-0.088235294,6.0,-0.409715407,0.0289487049,-0.140733124,-0.05507664,0.201320132,0.0615015974,0.0336538462,-0.017544827,0.0019955547,,0.7772125806,0.4993188551,0.4870533738,,0.2427562119,-0.617303408,-0.474568675,0.3424926398,0.3424926398,0.7696759259,0.4838076546,1.6348314607,0.4453496266,0.4738628649,0.381507722,2.2696456086,0.4268152259,0.9518619001,0.6635303009,0.4670019627,8.0,-4.435452372,2.5575736882,3236.5982447,-0.126913695,-0.240267442,0.1017634961,1.0278604253,0.4528726517,0.3154059146,0.0997854995,1.044607642,0.2567906562,0.4577572566,0.4263562253,0.0327966327,0.0174450174,,0.4352587643,0.4428726202,0.3858490011,14.334659099,0.5735944233,0.1443842455,0.0641208187,0.8332305927,0.869123638,0.00451617,6285976.65845474,1.53499851,0.00436299,1.53891872,0.00267413,0.00346224,0.00862652,0.01849366,0.47944664,-1.06157046,1.10946914,0.01716295,1.06272035,0.01776412,0.94670237,0.02038299,0.03446698,0.02203366,-1.52494898,0.00355338,0.02189081,1.06327518,0.78385854,0.43024314,1.0975857353,0.891018587,217,1.3756964866,1.7059397548,1.5480729139,-0.364944927,,,,,,,,,,,,,,,
comp_014316_01C,2005-02-28,2005-02-28,14316,01C,CAN,0.152805,2005,2,2005-01-31,2005-01-31,11470.977481,29.864093457,11470.977481,0.0077874843,0.0002760417,0.0099716183,0.1086141203,0.009293179,0.139225656,0.4398231652,0.5349876638,0.2294547951,1.0631937188,0.0922376962,0.042804511,0.0306407983,,0.1777561961,0.1912201662,0.1201986972,-0.208869611,-0.010848416,0.3652824483,0.8787865316,-0.001659797,0.0,0.0,0.0157519746,0.0338172572,-0.018065283,0.1495690305,0.0664930752,0.0830759552,-0.021515768,0.0215157678,0.0060497681,0.0871025977,0.2007827236,0.258028108,0.3978010847,0.3247892011,0.0853529217,0.1329716141,-0.081216888,-0.032851065,-0.048365822,-0.193699858,-3.87722896,-0.17218409,-3.446554622,0.695338449,0.1868957922,0.4229115844,0.6622662134,,0.0022567905,,,0.0,0.0765667225,0.3616256594,0.0667704267,0.766126161,0.3392666295,0.017618705,0.0099492111,-0.002468271,-0.001717063,,0.5282176228,-0.01839832,-0.08559763,-0.179848431,1.325281567,-0.205325625,0.1427407237,0.2403814844,0.303894203,0.3815722069,0.4685126923,1.456028288,0.2436581813,0.2041012267,0.0066195216,1.7084825117,0.0956170659,0.8392943247,0.837661045,0.5895425853,6.0,-4.521401939,2.3042423675,4319.8342983,0.6510816809,-0.327852506,0.0211539873,0.8547170293,0.5002784772,0.15658675,0.1546578327,0.3341918104,0.0427002297,0.2082587969,0.009239655,0.0356243959,0.0356243959,,0.4370286389,0.1510826751,0.4768914198,16.733840064,0.6072084749,0.2071427156,-0.392102995,0.624772933,0.7518145317,0.00299105,38887421.8706447,0.47803817,0.00390637,0.46503434,0.00294612,0.00338851,0.00745205,0.0179431,0.69304127,0.50914036,0.56600705,0.01756288,0.30239414,0.0178493,0.40970788,0.03612431,0.07001962,0.02412636,0.91403984,0.00055277,0.01557865,1.24774114,0.9929683,0.35589282,0.8066523749,1.7808288089,337,1.4950340132,1.5396009578,1.2033200594,0.4425316432,,,,,,,,,,,,,,,
comp_014326_01C,2005-02-28,2005-02-28,14326,01C,CAN,0.048813,2005,2,2005-01-31,2005-01-31,2170.3555578,15.61811374,2170.3555578,0.0056298826,-0.089500996,0.1001525301,-0.048942564,0.1591652995,0.3248646973,0.3495839045,0.3655227446,0.048156964,-0.13493323,-0.03135971,0.0278820425,-0.015805416,,-0.12852471,0.1205715824,0.0711929962,0.0525080738,-0.334828948,-0.366425904,-0.310236558,0.0063283456,-0.005487921,,-0.002277321,-0.014629331,0.01235201,-0.179463914,-0.023320597,-0.156143317,-0.099977766,0.0999777662,0.0062614798,0.0142633054,0.0122724868,0.1005334959,0.091979904,0.2672536838,-0.057656376,0.0355773824,-0.189430093,-0.030920486,-0.158509607,-0.050073647,-1.579986418,0.049904119,1.5746372519,0.3128814901,0.9988911781,0.9693200346,2.8989546363,,0.2521959326,-0.112995091,0.04,1.0,-0.125310571,0.0311499243,-0.107139924,0.0893153252,0.2538962142,0.0782786693,0.0050351235,0.277350831,0.022613159,,-0.134069598,0.0810653057,0.1938083609,,1.3539232595,3.1290648264,0.1377769783,0.0365202673,0.0876124575,0.31058271,0.0801582136,,0.0441788908,0.0419062568,0.0451495437,9.7809597523,0.1131507959,0.5486566582,0.3773639769,0.5175095707,7.0,-3.942737201,1.7087966542,3344.249301,1.3819311509,1.3283175774,0.0138891228,4.6011786876,0.470422004,0.9776184835,-0.182780067,4.7888949755,-0.027122828,0.2032749707,0.0286419873,0.2531015371,0.1505556363,,2.0214124768,0.2359440438,0.4771718386,18.270358242,0.9790933899,0.5953305847,1.0230653842,0.8096499582,0.5841594807,0.00538728,3234491.49734272,0.77766005,0.00160629,0.76656134,0.00546747,0.00456535,0.00426417,0.01512299,0.06391514,-0.62020228,1.19864533,0.01421575,-0.71051987,0.01403009,-0.27737448,0.01968791,0.03160144,0.02114137,-1.30478548,0.00564229,0.01420333,0.84718226,0.93854919,0.59428715,1.0756728104,1.2153619641,217,-1.342547174,-0.816220608,-1.070722808,-0.609199405,,,,,,,,,,,,,,,
comp_014329_03C,2005-02-16,2005-02-28,14329,03C,CAN,-0.008968,2005,2,2005-01-31,2005-01-31,51.727192708,2.6151260217,51.727192708,0.027356183,-0.000505306,0.0391202708,,,,,,-0.053757621,0.1390596154,0.0110696626,,0.1176257407,,0.0524390784,0.1019110491,0.5279239702,-0.023195904,0.7923438518,0.4291477983,-0.059715871,-0.007679906,0.0017942861,-0.019429171,0.0373170602,0.0335716105,0.0037454497,0.0125091763,3.9610880000000006e-17,0.0125091763,-0.051600898,0.0516008984,-0.002691073,0.0678555243,0.02760188,0.1069442611,0.1609747884,0.2143701279,0.1217542971,0.151687424,-0.088025527,0.0001173728,-0.0881429,-0.054030527,-0.952216837,-0.002429629,-0.042819008,0.6365241276,3.216809314,3.4086742805,5.4955468262,,0.0,,,8.0,0.0171070035,0.2006557422,0.0092294563,0.2837305016,0.1033425355,0.0543275401,0.0199943624,0.0076892061,0.0053301967,,0.110017637,-0.110888554,0.1860491875,,-0.138504053,-0.365959459,-0.133283066,0.1125523196,0.1125523196,0.2552704434,0.169416158,1.3351195381,0.1055941454,0.1069442611,0.0151049855,2.361244258,0.0785624256,0.6709954831,1.97511252,0.6910866767,5.0,-2.257334092,4.5172347911,58.624564853,-2.929142872,0.0274202755,0.0532024841,2.1673888993,0.9179011836,0.3929541017,0.3929541017,7.2038666028,0.1117584135,0.2288635786,0.1899543093,0.0302331143,0.0299787218,,0.9410613628,0.1664016094,0.6679503879,13.482375221,1.4920504511,-0.141782002,0.1403667738,0.6779579457,0.5508173159,1.05860248,101046.85503649,3.73736494,0.00204531,3.47901146,0.50878691,0.33915995,0.00621848,,,,,,,,,,,,,0.73139306,0.02797995,1.329685,0.98705671,0.18189632,0.6009306765,,277,-0.228730259,0.1934172058,-0.367957374,-0.01436791,,,,,,,,,,,,,,,
comp_014330_01C,2005-02-28,2005-02-28,14330,01C,CAN,0.117727,2005,2,2005-01-31,2005-01-31,1197.0155804,38.016183833,1197.0155804,0.0118506094,-0.145698239,0.169706863,-0.052832395,0.0226379273,0.0784400912,0.2798311034,0.4898638781,0.2195836931,0.3803724106,0.0887241621,0.0259392151,0.0806582116,,0.3496601251,0.3662537363,0.4773830445,0.3905203476,-0.406391876,0.7518594915,0.5941967356,0.0365225574,-0.006138155,,0.049801276,0.0603614553,-0.010560179,0.0159379023,-0.005830777,0.0217686791,-0.002214712,0.002214712,0.037381904,0.2059103576,0.1263220358,0.187871812,0.2193842395,0.212890872,0.1043718938,0.2174648502,0.0503572733,0.0,0.0503572733,-0.056725612,-0.73699339,-0.054510899,-0.708219295,0.6782542791,0.7024648123,0.9938651111,1.7215116022,,0.2769662489,0.1225610886,0.0061629484,2.0,0.0151276653,0.338113656,0.01505359,0.2378837672,0.5402649822,0.0521935087,0.0375770506,0.0500829267,0.0360394209,,0.1204154287,0.206626691,0.49314316,0.3626512236,3.5658157524,1.9323568266,-0.12888089,0.2195338642,0.2535630932,0.2953616966,0.2960941601,1.4388066521,0.1336945671,0.162658628,0.0518599426,1.3560258549,0.2362734106,0.9844723537,0.5325989474,0.9327358242,8.0,-4.774784593,3.543563485,1534.1049154,-1.09914977,-0.753430017,0.0184095435,1.7173678741,1.2664713346,0.1865642197,-0.289088718,1.4857352035,0.1321840117,0.2296027545,0.1481733987,0.0140327388,0.0140327388,,1.2139926396,0.3929389072,0.989616966,12.4621331,0.3466579902,0.0556047634,-0.074474652,0.6154055966,0.798440704,0.00426752,4089335.93755005,1.42867794,0.00333333,1.41024377,0.00335868,0.00444119,0.00720541,0.01348317,-1.09866028,0.22003318,0.98497872,0.01408765,-0.90532062,0.01467217,-1.06708453,0.01393221,0.01649487,0.015852,-0.88277853,0.0114281,0.01660632,0.47320238,0.89405007,0.24858942,0.4831269952,0.8009975198,229,0.7988984416,0.8703774259,-0.46077545,1.2183988098,,,,,,,,,,,,,,,
comp_014333_01C,2005-02-28,2005-02-28,14333,01C,CAN,0.077721,2005,2,2005-01-31,2005-01-31,7499.8497934,28.346674654,7499.8497934,0.0315019501,0.0018402817,0.0312974913,-0.070922358,0.1065106122,0.2247785823,0.2442011167,0.2625446755,-0.009298477,1.4587289654,-0.013689048,0.0175185355,-0.025754592,,0.1164815115,0.2197293215,-0.057778546,,-0.065288673,0.5247527996,-0.400772041,0.0,-0.00283407,0.0484449962,-0.007475349,0.0345971653,-0.017465676,0.0962057785,0.0158643011,0.1387060967,0.0153001968,-0.015300197,0.007453463,0.0902387437,0.4698868584,0.1468944722,0.1253008687,0.2467575434,0.1637697336,0.2371111277,-0.008406517,-0.002526984,-0.005879533,0.0215936035,0.2450304704,0.0062934067,0.0714135743,0.724606914,0.1580678113,0.3217460198,0.5046132349,,0.13851447,0.2603614272,-0.065063649,8.0,0.155752846,0.0104755975,0.0722178762,-0.014595081,0.1833900176,0.0473080411,0.0252728611,-0.006193307,-0.001166178,,,0.2673851631,0.0045844154,,0.7936082136,-1.900992501,-0.412747093,0.1640049623,0.1640049623,0.296475114,0.1398961033,1.5080710711,0.0665325934,0.1468944722,-0.001551139,1.8583547168,0.1034434398,0.2511652311,0.5716174448,0.3779600657,7.0,-4.054961144,2.8275656891,4249.741127,-169.6161216,0.0174291455,0.0356179633,0.6899802292,0.3712855371,0.1477025329,0.0521302871,0.2104179462,0.0608053335,0.045906174,0.0445674244,0.0351679953,0.0341388236,,0.3963278742,0.0963324437,0.196516549,16.749916805,0.5073383935,-0.046157413,0.0214828699,0.6104109664,0.6829089274,0.0074507,3882545.35174402,1.1753007,0.00053101,1.17783689,0.00798179,0.00803496,0.00275076,0.00906075,0.08478771,0.07584513,0.37910563,0.00914558,-0.15608618,0.00857687,-0.07539828,0.01237413,0.01666026,0.01362999,-0.43107827,0.00357927,0.00948872,0.81269756,0.92907764,0.4718774,0.6320591122,1.0322284825,277,0.1690614959,0.6924335966,-0.984534594,0.7327634351,,,,,,,,,,,,,,,
comp_014350_01C,2005-02-28,2005-02-28,14350,01C,CAN,0.0507,2005,2,2005-01-31,2005-01-31,604.29909168,14.754476443,604.29909168,,0.040891532,-0.040077588,-0.177409936,0.1602690811,0.2503140847,0.3855313667,0.495908169,0.1494401576,5.812861687,0.2570994953,0.0043977227,0.039947349,0.0498246138,0.5090642053,0.9085250284,0.4486379957,0.2359527647,0.3025288411,4.2403685293,4.7030232977,0.0146755593,-0.082140795,0.0,0.0189137318,0.0313003327,-0.012386601,0.1158432071,0.0610508756,0.0547923315,-0.004836934,0.0048369343,0.0646503808,0.316798029,0.3542052045,0.2677357261,0.2058985052,0.3265285751,0.3530200946,0.5741740131,-0.009251306,0.0075685723,-0.016819878,0.0420324966,0.162552479,0.046869431,0.1812583787,0.5623457566,0.3561348686,0.7266248355,1.6210208256,,0.3334738991,,,5.0,0.0639929701,0.3450264047,0.0613882952,2.1946966357,0.2326767375,0.051111918,0.0345314232,-0.101279016,-0.057114164,,0.7301453039,1.0503508753,1.2554784195,1.0174238264,-0.584489165,-0.858021324,-0.052012048,0.3741438002,0.4040304008,0.5753849861,0.3107140641,1.4082710711,0.216545514,0.2479310018,0.076981256,1.3652363315,0.1962749655,0.7404602232,1.3057854352,1.0644635157,7.0,-6.270936853,4.4757717336,2001.6491143,-1.577038635,1.7977378459,0.0563130324,0.9303034605,0.6814230174,0.0318421971,-0.278389725,0.5619645697,0.2405560181,0.201453041,0.1374057877,0.0,-0.007041069,,0.4804161877,0.3196338481,0.6493910633,10.151693821,1.3298190874,-0.318196993,-0.617104363,0.3975182081,0.8466452018,0.00269219,3147605.99169181,0.72605726,0.00497455,0.73161045,0.0023376,0.0023061,0.00396407,0.02617352,-1.19184628,-0.74230531,3.2599554,0.02615297,-1.09205851,0.02710696,-0.52860469,0.01856256,0.03457938,0.02785111,-1.01766654,0.00792176,0.02220422,1.86429435,0.82259006,0.34220282,1.0240171235,0.6931130013,217,1.5745923642,1.3191053433,1.5812222268,0.5086240314,,,,,,,,,,,,,,,
comp_014351_01C,2005-02-28,2005-02-28,14351,01C,CAN,-0.065338,2005,2,2005-01-31,2005-01-31,2753.721502,77.356073431,2753.721502,0.0011142637,0.0101015833,-0.008811881,-0.053138417,0.2088832581,0.3435735467,0.5271063766,0.5684074223,0.1462618985,0.0710591726,0.0268894698,0.0365463391,-0.037124359,0.0115060464,0.1962089136,0.2437956696,-0.145904469,-0.228917863,0.7636485584,0.2296108011,1.4657467102,-0.000538934,0.0562758676,0.0,0.0297033845,0.0255264569,0.0041769276,0.0561278096,8.640895000000001e-17,0.0561278096,0.1829944614,-0.182994461,0.0110913659,-0.044495294,0.1846741501,0.0738943596,0.0865088782,0.0406776163,0.0416879261,0.0847100655,0.2040104048,0.0210159434,0.1829944614,-0.012614519,-0.473521491,-0.19560898,-7.342734053,0.8469795505,0.2508897699,0.3538002858,0.4587001781,0.0,0.2238395895,0.1168310367,0.0326472676,3.0,0.0721370642,0.0257653936,0.045890191,1.0180055717,0.214683251,-0.013673138,-0.008771883,-0.019563927,-0.013576809,0.0,0.5624960362,-0.193321618,0.3134234229,,0.3874743477,-0.718128627,0.121580158,0.0883930916,0.0883930916,0.0475101047,0.1034826913,1.5576360918,0.0392543205,0.0738943596,-0.017314518,1.5648737294,0.1528319373,0.3067483236,1.2227509995,0.6351119473,6.0,-2.726146508,5.4204279496,165.59034306,-6.017251293,0.6398223372,0.0389723625,0.2986148908,0.1908236334,0.0874534305,0.020611596,0.0969853774,0.0079550415,0.0117219246,0.0061894876,0.0011010655,-0.005174608,0.0,0.2071652235,0.0216203267,0.2223682498,18.605742355,1.1885932726,0.2221060789,0.1870229766,0.5196733461,0.488127306,0.00589671,2956506.76014907,1.06404702,0.00124916,0.9818175,0.00615437,0.00697182,0.00287726,0.01064922,1.21811494,0.10046401,0.35043196,0.00977853,1.33634563,0.01073606,0.84811071,0.01764117,0.03209914,0.01488261,0.62638266,0.00849547,0.01292543,0.63543405,0.9185867,0.42856586,0.6582602085,1.2833267594,277,-1.044203357,-0.630540091,-1.43536525,0.3908071654,,,,,,,,,,,,,,,
comp_014352_01C,2005-02-28,2005-02-28,14352,01C,CAN,0.00524,2005,2,2005-01-31,2005-01-31,2551.0179506,50.462246566,2551.0179506,0.0079050198,-0.002269677,0.0128833759,0.044825931,0.1168291852,0.3159343988,0.3829116244,0.3232654514,-0.004995186,4.0722590557,-0.018299835,0.0325248854,0.0344011131,,0.1783643738,0.0136022436,-0.473596822,-0.010720181,-0.100196433,0.705688569,-0.487983141,-0.001252763,0.0,0.0539458489,0.0803951475,0.0559635884,0.024431559,0.0880410637,0.0098765185,0.0781645452,0.0538519051,-0.053851905,0.0013251874,0.0316740491,0.0646261475,0.1675770322,0.0942937459,0.2833760438,0.1304003702,0.174216489,-0.032125018,-0.005872061,-0.026252958,-0.006822789,-0.213305888,-0.060674694,-1.896917792,0.4704583605,0.9888023681,1.1643985351,2.6957585395,,0.1405775947,0.6087804448,-0.321622485,3.0,0.1208955941,0.114234023,0.1138287657,-0.061267403,0.1698048979,0.0455403621,0.0112920261,0.0046370301,0.0010311809,,0.1594560717,-0.443078221,0.0728731127,0.0382015547,0.0931539267,0.3275496432,-0.542654537,0.1030726596,0.1974668046,0.3819110943,0.1111123908,1.544968663,0.0388087263,0.0874709571,-0.049346261,4.0768031369,0.0714975314,0.61860087,0.7992255516,0.7059749319,5.0,-2.784777417,2.3277716431,646.17502135,-0.763001831,-0.073969109,0.0249979501,0.8779784583,0.2153595425,0.2585947629,0.135170663,0.9449447947,0.0280829641,0.0340732257,0.0201625398,0.0159723468,0.0129966097,,0.3087907545,0.0676529253,0.4076976535,17.874553806,0.3944191287,-0.224821097,-0.003222812,0.618576453,0.5960610363,0.00623147,2567542.40303794,1.0290103,0.00119823,1.05038483,0.00626608,0.00649399,0.00384655,0.01563261,1.11590794,-0.13274066,1.38203729,0.01607621,0.82081216,0.01655687,0.94511562,0.02540879,0.04653104,0.0194501,0.14960095,0.00692343,0.01301878,1.10321535,1.0,0.31157269,0.5383173419,1.6432161984,277,-0.765749129,-0.15086542,-0.553593526,-0.261495971,,,,,,,,,,,,,,,
comp_014353_01C,2005-02-28,2005-02-28,14353,01C,CAN,0.061146,2005,2,2005-01-31,2005-01-31,3796.6974587,17.321174205,3796.6974587,0.0109424323,-0.050133687,0.0625666836,-0.051485329,0.03195492,0.2055169322,0.1071530941,0.1157094398,0.011445663,-0.184088762,0.0123682337,0.0053456888,0.0013398732,0.0020103575,0.0471233392,0.0965322394,0.5893679493,-0.446595277,0.0373481278,0.6229847899,-0.447792275,-0.004589053,,0.0,-0.006350348,0.0017071528,-0.008057501,0.0493612929,0.042169844,0.007191449,-0.010540263,0.0151393687,0.0061294866,0.0250226744,0.174996482,0.1037375888,0.1884341789,0.2028083158,0.0326630819,0.0739341152,-0.036230049,-0.011358488,-0.024871561,-0.08469659,-7.04049104,-0.069557221,-5.782015471,0.7083809404,0.1840202019,0.2943817727,0.4224891515,,0.0,,,7.0,-0.000906863,0.0349408598,0.0112018014,-0.38060384,0.1089684542,0.0108753562,0.0039400278,0.0093251835,0.0033965533,,0.7512837833,0.3942276858,0.3447880177,,-0.494950609,-0.70639799,-0.484312504,0.1086260504,0.1086260504,0.2175915674,0.1973138266,1.8220528221,0.0967265166,0.1037375888,0.0258894464,2.7151522294,0.1413817988,0.3011126767,1.0796636209,0.1990449553,7.0,-3.242858854,1.0195024743,588.4453614,0.435529944,0.2508206425,0.0216738541,1.5078039515,0.5553294343,0.5297427317,0.5297427317,0.433882334,0.0181387708,0.1458446239,0.0682592737,0.0325354187,0.0325088817,,0.671333018,0.1022498379,0.1488094505,16.945392839,0.7214380354,-0.070121694,0.9598743872,0.7629531398,0.4894196791,0.00608617,5134282.69793028,0.73369736,0.00137428,0.72923297,0.00589646,0.00565085,0.00406685,0.00713616,0.61379858,0.17519909,1.64167671,0.00745344,0.73969014,0.00570965,0.03515365,0.01575484,0.02674501,0.01509161,-0.29098995,0.0041378,0.01534236,1.59934259,0.92254362,0.44868685,0.9284992182,0.8506788173,253,-0.593372701,0.2088905822,-0.314918473,-0.623567315,,,,,,,,,,,,,,,
comp_014380_03,2005-02-28,2005-02-28,14380,03,USA,0.254095,2005,2,2005-01-31,2005-01-31,236.28809,21.37,236.28809,,0.1053683895,-0.100178664,0.0298795181,0.3083228247,1.7666666667,3.3822597677,1.8620689655,-0.019310345,,-0.08,0.1417816052,,,-0.043254341,0.0426497204,-0.154789078,-0.072303555,-0.631968035,-0.124145517,-0.298090424,-0.00362662,0.0004896755,0.0,0.0056767093,0.0306434403,-0.024966731,-0.046960233,-0.021064368,-0.025895865,-0.022023474,0.0220234741,-0.005661723,-0.032765463,0.0307236043,0.181918452,0.190172759,1.3493140689,-0.800277291,0.0534910826,-0.042842071,0.0004375922,-0.043279663,-0.078823536,-2.398012218,-0.056800062,-1.728002188,0.6347755271,1.0437861913,1.1296008629,1.7410419038,0.0,0.00980686,0.2022735161,-0.006153846,0.0,-0.048662568,0.0216615815,-0.008162703,0.0218724448,0.0296197038,0.4162592986,0.0116655498,0.3301595764,0.0061423442,0.0043067847,0.1474365786,-0.048940244,-0.229218841,0.2522966699,-0.427759983,-0.440736537,-0.181862321,0.1065328852,0.1740496892,0.7505682741,0.1819469615,0.8193214934,0.0459531716,0.1113492225,0.0015403341,24.346468184,0.0785779612,0.5140864065,4.8809222077,0.4099606283,3.0,0.7814966842,1.8681490502,710.14837897,3.2493024859,0.0958010802,0.1267605219,1.4120220786,0.0579969985,0.8926899363,0.8788424334,1.6310767081,-0.046413681,0.0648868929,0.0225741382,0.0,-0.00061789,0.0,0.4986258641,0.0836832072,0.3604634232,19.598646821,,-0.059818077,0.3878792414,0.4908073697,0.5377603726,0.00062053,2713448.35433858,1.22205651,0.015171,1.1952994,0.49665883,2.83462623,0.00326759,0.02535499,-0.01860541,0.0408367,3.99377806,0.02658756,0.11805019,0.02668615,0.18848231,0.03601115,0.063,0.02633727,0.24764467,0.04283238,0.0357596,1.18560762,0.8911593,,,0.9833968521,217,-1.027172037,-1.115081171,0.9246150782,-1.656357079,,,,,,,,,,,,,,,
